session,subject,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,p_val,size,avg,act_as,play_against,random,feedback,temp,LLM
4,1,50,67,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
4,2,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
4,3,50,66,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
4,4,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
4,5,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
4,6,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
4,7,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
4,8,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
4,9,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
4,10,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
4,11,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
4,1,50,67,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
4,2,50,66,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
4,3,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
4,4,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
4,5,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
4,6,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
4,7,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
4,8,50,66,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
4,9,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
4,10,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
4,11,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
5,1,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
5,2,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
5,3,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
5,4,45,67,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
5,5,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
5,6,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
5,7,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
5,8,50,66,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
5,9,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
5,10,50,66,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
5,11,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
5,1,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
5,2,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
5,3,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
5,4,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
5,5,50,67,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
5,6,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
5,7,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
5,8,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
5,9,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
5,10,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
5,11,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
5,1,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
5,2,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
5,3,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
5,4,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
5,5,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
5,6,67,89,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
5,7,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
5,8,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
5,9,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
5,10,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
5,11,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
6,1,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
6,2,45,67,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
6,3,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
6,4,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
6,5,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
6,6,50,67,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
6,7,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
6,8,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
6,9,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
6,10,67,89,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
6,11,50,67,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
6,1,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
6,2,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
6,3,45,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
6,4,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
6,5,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
6,6,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
6,7,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
6,8,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
6,9,45,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
6,10,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
6,11,45,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
6,1,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
6,2,45,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
6,3,67,88,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
6,4,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
6,5,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
6,6,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
6,7,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
6,8,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
6,9,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
6,10,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
6,11,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
7,1,50,67,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
7,2,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
7,3,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
7,4,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
7,5,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
7,6,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
7,7,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
7,8,50,89,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
7,9,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
7,10,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
7,11,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
7,1,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
7,2,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
7,3,66,89,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
7,4,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
7,5,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
7,6,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
7,7,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
7,8,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
7,9,50,66,100,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
7,10,45,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
7,11,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
7,1,45,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
7,2,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
7,3,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
7,4,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
7,5,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
7,6,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
7,7,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
7,8,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
7,9,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
7,10,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
7,11,67,88,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
8,1,50,67,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
8,2,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
8,3,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
8,4,50,67,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
8,5,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
8,6,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
8,7,50,67,100,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
8,8,50,67,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
8,9,50,66,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
8,10,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
8,11,50,89,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
8,1,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
8,2,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
8,3,50,67,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
8,4,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
8,5,45,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
8,6,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
8,7,50,66,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
8,8,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
8,9,50,66,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
8,10,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
8,11,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
8,1,50,67,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
8,2,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
8,3,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
8,4,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
8,5,50,67,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
8,6,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
8,7,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
8,8,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
8,9,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
8,10,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
8,11,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
9,1,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
9,2,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
9,3,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
9,4,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
9,5,50,67,100,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
9,6,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
9,7,45,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
9,8,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
9,9,50,67,100,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
9,10,67,89,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
9,11,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
9,1,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
9,2,50,67,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
9,3,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
9,4,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
9,5,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
9,6,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
9,7,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
9,8,50,89,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
9,9,50,66,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
9,10,50,67,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
9,11,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.5,claude3
9,1,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
9,2,50,67,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
9,3,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
9,4,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
9,5,50,67,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
9,6,50,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
9,7,50,67,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
9,8,45,66,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
9,9,50,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
9,10,50,67,88,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
9,11,45,67,89,100,100,100,100,100,100,100,3-Apr,11,average,human decision maker,human decision makers,fixed,feedback,0.75,claude3
1,1,33,50,45,33,15,10,7,2,1,1,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
1,2,33,22,31,22,7,10,3,5,1,1,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
1,3,33,50,33,10,7,5,3,5,1,1,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
1,4,33,22,15,22,7,5,7,2,1,0,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
1,5,33,22,15,22,15,5,7,5,1,1,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
1,6,33,22,33,10,15,5,3,2,1,1,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
1,7,33,22,15,10,18,5,7,2,3,1,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
1,8,33,22,33,10,18,10,8,2,1,1,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
1,9,33,50,15,10,18,12,8,5,1,1,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
1,10,33,33,31,23,7,10,3,5,3,1,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
1,11,33,50,15,10,15,10,8,2,1,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
2,1,33,50,15,22,7,10,7,2,3,1,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
2,2,33,50,15,22,15,5,7,2,3,1,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
2,3,33,22,33,22,7,10,3,5,3,1,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
2,4,33,22,30,10,18,5,3,2,1,1,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
2,5,33,50,15,22,7,10,7,2,3,0,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
2,6,33,33,15,22,15,12,3,5,3,1,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
2,7,33,50,33,33,15,10,3,5,1,1,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
2,8,33,50,15,10,15,12,3,5,3,1,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
2,9,33,22,30,23,18,5,8,5,1,1,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
2,10,33,22,15,10,18,12,3,5,1,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
2,11,33,22,15,22,15,10,3,5,3,0,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
3,1,33,50,15,10,7,10,7,2,1,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
3,2,33,22,33,22,7,10,3,2,1,1,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
3,3,33,50,30,33,15,5,7,5,3,1,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
3,4,33,50,15,10,15,10,3,2,1,1,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
3,5,33,22,31,10,7,5,3,5,3,1,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
3,6,33,22,33,10,7,10,7,2,3,1,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
3,7,33,50,33,10,15,5,7,5,1,0,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
3,8,33,22,15,33,15,10,3,2,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
3,9,33,22,33,22,7,5,3,5,1,1,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
3,10,33,50,15,10,7,5,3,2,1,1,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
3,11,33,22,15,10,15,10,3,2,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
4,1,33,22,33,10,15,5,7,5,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
4,2,33,50,15,22,7,12,3,2,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
4,3,33,22,15,33,18,10,3,2,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
4,4,33,22,15,22,7,10,8,5,3,2,3-Feb,11,average,human decision maker,human decision makers,fixed,feedback,0.25,claude3
