,subject,response_raw,p_val,size,avg,act_as,play_against,temp,response
525,26,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
526,27,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
527,28,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
528,29,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
529,30,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
530,31,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
531,32,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
532,33,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
533,34,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
534,35,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
535,36,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
536,37,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
537,38,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
538,39,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
539,40,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
540,41,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
541,42,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
542,43,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
543,44,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
544,45,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
545,46,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
546,47,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
547,48,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
548,49,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
549,50,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
550,51,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
551,52,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
552,53,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
553,54,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
554,55,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
555,56,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
556,57,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
557,58,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
558,59,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
559,60,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
560,61,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
561,62,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
562,63,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
563,64,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
564,65,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
565,66,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
566,67,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
567,68,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
568,69,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
569,70,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
570,71,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
571,72,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
572,73,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
573,74,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
574,75,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
575,76,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
576,77,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
577,78,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
578,79,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
579,80,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
580,81,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
581,82,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
582,83,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
583,84,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
584,85,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
585,86,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
586,87,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
587,88,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
588,89,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
589,90,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
590,91,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
591,92,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
592,93,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
593,94,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
594,95,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
595,96,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
596,97,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
597,98,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
598,99,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
599,100,"[ContentBlock(text='[33]', type='text')]",3-Apr,11,average,human decision maker,human decision maker,0.5,33
600,1,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
601,2,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
602,3,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
603,4,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
604,5,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
605,6,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
606,7,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
607,8,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
608,9,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
609,10,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
610,11,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
611,12,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
612,13,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
613,14,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
614,15,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
615,16,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
616,17,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
617,18,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
618,19,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
619,20,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
620,21,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
621,22,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
622,23,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
623,24,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
624,25,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
625,26,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
626,27,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
627,28,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
628,29,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
629,30,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
630,31,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
631,32,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
632,33,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
633,34,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
634,35,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
635,36,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
636,37,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
637,38,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
638,39,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
639,40,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
640,41,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
641,42,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
642,43,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
643,44,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
644,45,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
645,46,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
646,47,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
647,48,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
648,49,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
649,50,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
650,51,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
651,52,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
652,53,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
653,54,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
654,55,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
655,56,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
656,57,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
657,58,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
658,59,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
659,60,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
660,61,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
661,62,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
662,63,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
663,64,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
664,65,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
665,66,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
666,67,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
667,68,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
668,69,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
669,70,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
670,71,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
671,72,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
672,73,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
673,74,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
674,75,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
675,76,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
676,77,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
677,78,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
678,79,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
679,80,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
680,81,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
681,82,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
682,83,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
683,84,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
684,85,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
685,86,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
686,87,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
687,88,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
688,89,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
689,90,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
690,91,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
691,92,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
692,93,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
693,94,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
694,95,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
695,96,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
696,97,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
697,98,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
698,99,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
699,100,"[ContentBlock(text='[50]', type='text')]",2-Jan,11,average,human decision maker,human decision maker,0.75,50
700,1,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
701,2,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
702,3,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
703,4,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
704,5,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
705,6,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
706,7,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
707,8,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
708,9,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
709,10,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
710,11,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
711,12,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
712,13,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
713,14,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
714,15,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
715,16,"[ContentBlock(text='[66]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,66
716,17,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
717,18,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
718,19,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
719,20,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
720,21,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
721,22,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
722,23,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
723,24,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
724,25,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
725,26,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
726,27,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
727,28,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
728,29,"[ContentBlock(text='[66]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,66
729,30,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
730,31,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
731,32,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
732,33,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
733,34,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
734,35,"[ContentBlock(text='[66]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,66
735,36,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
736,37,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
737,38,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
738,39,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
739,40,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
740,41,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
741,42,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
742,43,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
743,44,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
744,45,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
745,46,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
746,47,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
747,48,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
748,49,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
749,50,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
750,51,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
751,52,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
752,53,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
753,54,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
754,55,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
755,56,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
756,57,"[ContentBlock(text='[66]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,66
757,58,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
758,59,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
759,60,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
760,61,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
761,62,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
762,63,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
763,64,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
764,65,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
765,66,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
766,67,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
767,68,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
768,69,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
769,70,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
770,71,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
771,72,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
772,73,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
773,74,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
774,75,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
775,76,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
776,77,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
777,78,"[ContentBlock(text='[66]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,66
778,79,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
779,80,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
780,81,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
781,82,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
782,83,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
783,84,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
784,85,"[ContentBlock(text='[66]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,66
785,86,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
786,87,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
787,88,"[ContentBlock(text='[33]', type='text')]",3-Feb,11,average,human decision maker,human decision maker,0.75,33
