X,subject,LLM,tau,n_round1,n_round2,n_round3,n_round4,n_round5,n_round6,n_round7,n_round8,n_round9,n_round10,n_round11,n_round12,n_round13,n_round14,n_round15,n_round16,treatment,temperature,ci_lower_tau,ci_upper_tau,ci_lower_n_round1,ci_upper_n_round1,ci_lower_n_round2,ci_upper_n_round2,ci_lower_n_round3,ci_upper_n_round3,ci_lower_n_round4,ci_upper_n_round4,ci_lower_n_round5,ci_upper_n_round5,ci_lower_n_round6,ci_upper_n_round6,ci_lower_n_round7,ci_upper_n_round7,ci_lower_n_round8,ci_upper_n_round8,ci_lower_n_round9,ci_upper_n_round9,ci_lower_n_round10,ci_upper_n_round10,ci_lower_n_round11,ci_upper_n_round11,ci_lower_n_round12,ci_upper_n_round12,ci_lower_n_round13,ci_upper_n_round13,ci_lower_n_round14,ci_upper_n_round14,ci_lower_n_round15,ci_upper_n_round15,ci_lower_n_round16,ci_upper_n_round16
3,3,claude3,1.158590968,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
4,4,claude3,0.806405979,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
5,5,claude3,1.416057696,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
6,6,claude3,1.189254862,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
7,7,claude3,9.25E-16,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
8,8,claude3,2.20E-14,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
9,9,claude3,0.841803508,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
10,10,claude3,7.71E-15,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
11,11,claude3,1.033195414,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
12,12,claude3,7.81E-15,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
13,13,claude3,0.335745463,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
14,14,claude3,1.90858743,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
15,15,claude3,0.349861703,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
16,16,claude3,4.56E-14,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
17,17,claude3,0.493158074,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
18,18,claude3,0.635390149,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
19,19,claude3,0.969849514,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
20,20,claude3,1.085383496,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
21,21,claude3,2.86E-15,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
22,22,claude3,5.08E-16,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
23,23,claude3,1.20E-12,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
24,24,claude3,0.659222476,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
25,25,claude3,1.258066784,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
26,26,claude3,0.923576744,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
27,27,claude3,0.912568298,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
28,28,claude3,0.599996686,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
29,29,claude3,1.18E-09,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
30,30,claude3,0.342465706,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
31,31,claude3,3.85E-12,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
32,32,claude3,2.00E-16,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
33,33,claude3,0.587044133,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
34,34,claude3,1.024973286,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
35,35,claude3,0.560244456,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
36,36,claude3,7.47E-15,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
37,37,claude3,0.282051306,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
38,38,claude3,1.74E-13,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
39,39,claude3,1.291864178,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
40,40,claude3,0.502890607,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
41,41,claude3,1.258064523,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
42,42,claude3,1.258064804,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
43,43,claude3,0.019256369,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
44,44,claude3,0.313672684,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
45,45,claude3,1.26194726,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
46,46,claude3,1.258064952,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
47,47,claude3,1.164949025,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
48,48,claude3,1.414272677,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
49,49,claude3,1.3206739,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
50,50,claude3,0.940849774,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
51,51,claude3,1.070470391,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
52,52,claude3,0.279373206,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
53,53,claude3,1.295091805,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
54,54,claude3,1.85E-15,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
55,55,claude3,0.981778643,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
56,56,claude3,1.482078583,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
57,57,claude3,0.323247841,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
58,58,claude3,0.977103548,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
59,59,claude3,0.860017771,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
60,60,claude3,1.258065263,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
61,61,claude3,1.222222352,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
62,62,claude3,2.08E-14,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
63,63,claude3,0.299734106,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
64,64,claude3,0.368234001,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
65,65,claude3,0.507095967,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
66,66,claude3,0.875598569,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
67,67,claude3,0.420289711,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
68,68,claude3,4.92E-14,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
69,69,claude3,0.826337593,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
70,70,claude3,1.261952735,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
71,71,claude3,0.262222399,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
72,72,claude3,3.52E-16,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
73,73,claude3,1.031088444,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
74,74,claude3,8.29E-15,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
75,75,claude3,0.279373346,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
76,76,claude3,1.25806453,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
77,77,claude3,0.671556398,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
78,78,claude3,2.79E-13,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
79,79,claude3,0.77932353,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
80,80,claude3,1.054570545,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
81,81,claude3,1.908587928,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
82,82,claude3,0.200543541,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
83,83,claude3,0.546211894,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
84,84,claude3,2.56E-14,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
85,85,claude3,0.44924157,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
86,86,claude3,0.95572497,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
87,87,claude3,0.940298698,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
88,88,claude3,2.559465546,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
89,89,claude3,6.40E-16,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
90,90,claude3,0.999634122,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
91,91,claude3,1.153846691,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
92,92,claude3,0.917808459,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
93,93,claude3,0.155555355,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
94,94,claude3,1.380951744,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
95,95,claude3,3.75E-15,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
96,96,claude3,1.416057733,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
97,97,claude3,7.30E-15,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
98,98,claude3,1.222222415,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
99,99,claude3,0.327429489,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
100,100,claude3,0.248789105,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,1.31E-15,1.431863064,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
