X,subject,LLM,p0,p1,p2,p3,p4,p5,n_round1,n_round2,n_round3,n_round4,n_round5,n_round6,n_round7,n_round8,n_round9,n_round10,n_round11,n_round12,n_round13,n_round14,n_round15,n_round16,treatment,temperature,ci_lower_p0,ci_upper_p0,ci_lower_p1,ci_upper_p1,ci_lower_p2,ci_upper_p2,ci_lower_p3,ci_upper_p3,ci_lower_p4,ci_upper_p4,ci_lower_p5,ci_upper_p5,ci_lower_n_round1,ci_upper_n_round1,ci_lower_n_round2,ci_upper_n_round2,ci_lower_n_round3,ci_upper_n_round3,ci_lower_n_round4,ci_upper_n_round4,ci_lower_n_round5,ci_upper_n_round5,ci_lower_n_round6,ci_upper_n_round6,ci_lower_n_round7,ci_upper_n_round7,ci_lower_n_round8,ci_upper_n_round8,ci_lower_n_round9,ci_upper_n_round9,ci_lower_n_round10,ci_upper_n_round10,ci_lower_n_round11,ci_upper_n_round11,ci_lower_n_round12,ci_upper_n_round12,ci_lower_n_round13,ci_upper_n_round13,ci_lower_n_round14,ci_upper_n_round14,ci_lower_n_round15,ci_upper_n_round15,ci_lower_n_round16,ci_upper_n_round16
16,16,chatgpto1,0.32780531,0.234690783,1.96E-08,1.59E-08,1.96E-08,0.437503852,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
17,17,chatgpto1,0.367581047,0.223122912,7.96E-07,3.56E-07,0.012491126,0.396803763,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
18,18,chatgpto1,0.411586655,0.275766422,2.93E-08,2.22E-09,2.93E-08,0.312646862,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
19,19,chatgpto1,0.259847348,0.177634516,1.45E-08,1.54E-08,1.54E-08,0.562518091,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
20,20,chatgpto1,0.403878891,0.158621208,2.65E-08,2.47E-08,2.66E-08,0.437499823,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
21,21,chatgpto1,0.499634066,0.27130644,0.041472632,1.82E-08,7.02E-08,0.187586773,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
22,22,chatgpto1,0.459158693,0.103330135,9.20E-09,3.42E-08,2.75E-08,0.437511102,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
23,23,chatgpto1,0.34611226,0.168133607,0.047931004,2.89E-08,2.93E-08,0.437823071,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
24,24,chatgpto1,0.338735889,0.223509829,2.12E-08,1.88E-08,2.12E-08,0.437754221,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
25,25,chatgpto1,0.407335409,0.10981055,0.045356523,2.94E-08,2.94E-08,0.437497459,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
26,26,chatgpto1,0.535233666,0.112302877,0.039970981,3.40E-08,2.22E-08,0.31249242,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
27,27,chatgpto1,0.562491691,1.89E-07,1.57E-08,1.57E-08,1.57E-08,0.437508072,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
28,28,chatgpto1,0.437436648,5.81E-05,1.53E-06,1.89E-06,1.53E-06,0.562500319,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
29,29,chatgpto1,0.53165997,0.155839846,2.53E-08,2.94E-08,2.94E-08,0.3125001,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
30,30,chatgpto1,0.462546334,0.224951409,2.18E-08,2.18E-08,2.18E-08,0.312502191,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
31,31,chatgpto1,0.348303307,0.291362852,0.047833536,1.70E-08,2.94E-08,0.312500259,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
32,32,chatgpto1,0.20512486,0.23204839,2.12E-08,1.90E-08,2.12E-08,0.562826689,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
33,33,chatgpto1,0.422465516,0.21816192,0.046683112,4.67E-08,4.27E-08,0.312689363,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
34,34,chatgpto1,0.354291758,0.160629896,0.047593321,3.43E-08,3.43E-08,0.437484957,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
35,35,chatgpto1,0.339048259,0.098415772,2.20E-08,2.23E-08,2.23E-08,0.562535902,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
36,36,chatgpto1,0.499988971,5.53E-07,2.12E-08,2.12E-08,2.12E-08,0.500010412,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
37,37,chatgpto1,0.268289108,0.170490013,1.89E-08,1.66E-08,1.77E-08,0.561220825,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
38,38,chatgpto1,0.343024094,0.168864581,0.050598476,1.93E-08,4.09E-08,0.43751279,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
39,39,chatgpto1,0.339808364,0.097632186,2.24E-08,2.23E-08,2.23E-08,0.562559383,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
40,40,chatgpto1,0.334183784,0.228273708,2.07E-08,1.92E-08,2.07E-08,0.437542448,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
41,41,chatgpto1,0.398459047,0.164005116,2.99E-08,2.52E-08,1.45E-08,0.437535768,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
42,42,chatgpto1,0.421534761,0.221052766,0.044908966,3.07E-08,2.98E-08,0.312503447,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
43,43,chatgpto1,0.272172702,0.102820517,1.28E-08,1.28E-08,1.28E-08,0.625006743,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
44,44,chatgpto1,0.286956877,0.110254957,3.20E-07,1.38E-07,0.00797887,0.594808838,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
45,45,chatgpto1,0.136593639,0.23840162,1.85E-08,1.68E-08,1.85E-08,0.625004687,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
46,46,chatgpto1,0.438539553,0.210120285,3.32E-08,0.038831195,3.22E-08,0.312508902,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
47,47,chatgpto1,0.33661553,0.23054525,0.035006434,9.73E-06,0.000913795,0.396909258,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
48,48,chatgpto1,0.345788233,0.154161309,1.99E-08,1.77E-08,1.99E-08,0.500050401,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
49,49,chatgpto1,0.396533647,0.290824584,5.53E-08,1.28E-08,1.69E-08,0.312641683,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
50,50,chatgpto1,0.342960489,0.222293781,2.54E-08,2.45E-08,2.57E-08,0.434745654,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
51,51,chatgpto1,0.374995092,1.20E-08,1.20E-08,1.20E-08,1.20E-08,0.62500486,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
52,52,chatgpto1,0.329504349,0.107378079,2.29E-08,2.09E-08,2.28E-08,0.563117505,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
53,53,chatgpto1,0.358435674,0.016560693,7.46E-07,9.96E-07,7.61E-07,0.625001129,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
54,54,chatgpto1,0.27359655,0.226400891,1.70E-08,1.59E-08,1.74E-08,0.500002509,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
55,55,chatgpto1,0.148073871,0.110924751,2.24E-08,0.053499984,2.24E-08,0.68750135,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
56,56,chatgpto1,0.277243531,0.234133231,0.050837046,2.87E-08,2.92E-08,0.437786135,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
57,57,chatgpto1,0.449818896,0.158930705,0.043563708,0.035164918,5.82E-08,0.312521715,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
58,58,chatgpto1,0.201399505,0.298600757,2.08E-08,1.85E-08,2.08E-08,0.499999678,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
59,59,chatgpto1,0.504524524,0.098256409,5.68E-07,1.39E-07,1.88E-05,0.397199602,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
60,60,chatgpto1,0.406739259,0.343238414,2.05E-08,1.41E-09,2.02E-08,0.250022285,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
61,61,chatgpto1,0.35844058,0.016546085,7.85E-08,7.85E-08,7.85E-08,0.625013099,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
62,62,chatgpto1,0.260162889,0.302328389,1.88E-08,1.95E-08,2.01E-08,0.437508664,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
63,63,chatgpto1,0.413388313,0.086611757,1.95E-08,1.91E-08,1.95E-08,0.499999872,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
64,64,chatgpto1,0.403352699,0.221430324,1.83E-08,1.81E-08,1.83E-08,0.375216922,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
65,65,chatgpto1,0.199719565,0.362614383,2.19E-08,1.52E-08,2.19E-08,0.437665992,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
66,66,chatgpto1,0.516602532,0.108396948,1.93E-08,1.93E-08,1.93E-08,0.375000461,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
67,67,chatgpto1,0.382230829,0.117769053,2.43E-08,2.43E-08,2.43E-08,0.500000045,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
68,68,chatgpto1,0.322806898,0.302192298,2.74E-08,1.88E-08,2.64E-08,0.375000731,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
69,69,chatgpto1,0.462008786,0.100491047,2.81E-08,1.07E-08,2.81E-08,0.4375001,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
70,70,chatgpto1,0.326528661,0.23573048,1.95E-08,1.90E-08,1.95E-08,0.437740801,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
71,71,chatgpto1,0.328862787,0.233394309,1.97E-08,1.92E-08,1.97E-08,0.437742846,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
72,72,chatgpto1,0.417834018,0.287236673,0.044917761,7.92E-09,4.96E-08,0.250011491,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
73,73,chatgpto1,0.533407997,0.091166422,2.44E-08,1.03E-08,2.44E-08,0.375425523,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_1,1,0.198133754,0.534364178,0.030990506,0.35244635,1.26E-08,0.050992585,7.27E-09,9.98E-06,1.26E-08,2.69E-07,0.264136402,0.625004752,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
